protein_id	node_id	component_id	sequence_length	length_stratum	level	truth_labels	predicted_label	state	library_match	saved_union_match	top50_match	siteguard_concordant	winner_source_row	winner_reference	winner_activity	winner_score	best_matching_score	top_score_tied_activity_rows	top_score_tied_labels	top_score_has_matching_label	first_matching_rrf_rank	top50_activity_rows	top50_reference_proteins	clean_concordant
A1VAJ6	145146	185	1372	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	185960	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	65	50	1
A1VTF8	153762	185	1370	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	193887	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	69	50	1
A1VTF8	153762	185	1370	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	193825	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	69	50	1
A1VYJ4	13140	185	1378	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	195432	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	60	50	1
A1VYJ4	13140	185	1378	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	195481	Q7MA56	Q7MA56::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	60	50	1
A1WCM9	151615	185	1374	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	201942	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	62	50	1
A1WCM9	151615	185	1374	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	201852	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	6	1	1	1.0	62	50	1
A1WK55	87513	185	1370	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	203049	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	3	1	1	1.0	77	50	1
A1WK55	87513	185	1370	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	203023	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	5	1	1	1.0	77	50	1
A1WVC4	8525	716	396	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	207018	B9DNK4	B9DNK4::RAW::RHEA:19669::1	0.33533946	0.33533946	2	1	1	1.0	62	50	1
A1WVC4	8525	716	396	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	CALIBRATED_TIE_LOSS	1	1	1	0	207018	B9DNK4	B9DNK4::RAW::RHEA:19669::1	0.24014673	0.24014673	2	2	1	2.0	62	50	1
A1WVC9	69118	185	1381	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	207190	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	60	50	1
A1WVC9	69118	185	1381	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	207105	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	60	50	1
A1WVD6	59858	716	396	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	207268	B9DNK4	B9DNK4::RAW::RHEA:19669::1	0.33533946	0.33533946	2	1	1	1.0	62	50	1
A1WVD6	59858	716	396	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	CALIBRATED_TIE_LOSS	1	1	1	0	207268	B9DNK4	B9DNK4::RAW::RHEA:19669::1	0.24014673	0.24014673	2	2	1	1.0	62	50	1
A2BT61	154662	185	1097	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	215895	O27123	O27123::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	56	50	1
A2BT61	154662	185	1097	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	215939	P68694	P68694::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	56	50	1
A2BYL1	129214	185	1097	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	220268	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	64	50	1
A2BYL1	129214	185	1097	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	220218	O27124	O27124::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	64	50	1
A2C4N2	70038	185	1095	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	224405	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	3	1	1	1.0	56	50	1
A2C4N2	70038	185	1095	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	224379	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	56	50	1
A2C6S8	159790	185	1097	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	225960	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	63	50	1
A2C6S8	159790	185	1097	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	225841	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.99477804	0.99477804	1	1	1	1.0	63	50	1
A2CI56	140886	716	410	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	229690	B0S8S7	B0S8S7::RAW::RHEA:19669::1	0.33533946	0.33533946	2	1	1	1.0	57	50	1
A2CI56	140886	716	410	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.n1	STRICT_SCORE_LOSS	1	1	1	0	229690	B0S8S7	B0S8S7::RAW::RHEA:19669::1	0.24014673	0.0060492335	2	1	0	1.0	57	50	1
A2RC51	18306	185	1188	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	231694	P41558	P41558::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	1	1	1	1.0	64	50	1
A2RC51	18306	185	1188	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	231681	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	64	50	1
A2RML9	141908	185	1196	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	236739	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.6619718	0.6619718	2	1	1	1.0	62	50	1
A2RML9	141908	185	1196	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	236774	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	62	50	1
A2S7G6	164244	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	240128	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	65	50	1
A2S7G6	164244	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	240042	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	65	50	1
A2SLG5	170814	185	1375	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	245840	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	73	50	1
A2SLG5	170814	185	1375	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	245815	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	73	50	1
A2T324	35172	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	247151	O27123	O27123::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	57	50	1
A2T324	35172	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	247064	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	57	50	1
A3CKD3	55909	185	1188	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	249563	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	69	50	1
A3CKD3	55909	185	1188	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	249613	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	69	50	1
A3DB95	168102	185	1343	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	259493	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	66	50	1
A3DB95	168102	185	1343	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	259403	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	66	50	1
A3DIZ4	40351	185	1250	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	262787	P41558	P41558::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	59	50	1
A3DIZ4	40351	185	1250	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	262716	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	59	50	1
A3M1G3	23512	185	1357	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	266567	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	64	50	1
A3M1G3	23512	185	1357	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	266472	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	64	50	1
A3MRU5	164244	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	272577	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	65	50	1
A3MRU5	164244	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	272491	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	65	50	1
A3N325	134388	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	278087	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	69	50	1
A3N325	134388	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	278044	P11513	P11513::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	69	50	1
A3NEI7	164244	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	281875	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	65	50	1
A3NEI7	164244	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	281789	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	65	50	1
A3P0C5	164244	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	285922	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	65	50	1
A3P0C5	164244	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	285836	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	65	50	1
A3PEX4	115869	185	1097	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	289917	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	3	1	1	1.0	64	50	1
A3PEX4	115869	185	1097	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	289992	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	64	50	1
A3PGI9	6818	185	1377	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	291131	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	65	50	1
A3PGI9	6818	185	1377	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	291054	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	65	50	1
A3PV78	23424	185	1172	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	295880	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.9714286	0.9714286	1	1	1	1.0	58	50	1
A3PV78	23424	185	1172	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	295800	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	0.9835344	0.9835344	1	1	1	1.0	58	50	1
A3Q975	54399	185	1343	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	299515	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	66	50	1
A3Q975	54399	185	1343	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	299415	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	66	50	1
A4FPP3	143310	185	1164	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	307510	P41558	P41558::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	60	50	1
A4FPP3	143310	185	1164	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	307378	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	5	1	1	1.0	60	50	1
A4G9U5	176153	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	313923	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	61	50	1
A4G9U5	176153	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	313871	P0DST4	P0DST4::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	61	50	1
A4GGA5	15829	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	314230	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	2	1	1	1.0	58	50	1
A4GGA5	15829	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	314229	B0R8D5	B0R8D5::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	58	50	1
A4GYQ0	116249	185	1070	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	314800	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	2	1	1	1.0	66	50	1
A4GYQ0	116249	185	1070	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	314775	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	66	50	1
A4IJI1	128046	185	1190	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	316486	O27123	O27123::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	59	50	1
A4IJI1	128046	185	1190	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	316444	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	4	1	1	1.0	59	50	1
A4IW99	147796	185	1358	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	320672	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	63	50	1
A4IW99	147796	185	1358	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	320648	P68694	P68694::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	2	1	1	1.0	63	50	1
A4J103	121697	185	1145	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	325334	P41558	P41558::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	56	50	1
A4J103	121697	185	1145	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	325223	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	56	50	1
A4JAN2	93505	185	1368	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	329277	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	66	50	1
A4JAN2	93505	185	1368	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	329191	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	66	50	1
A4QBG2	123957	185	1165	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	335909	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	1	1	1	1.0	58	50	1
A4QBG2	123957	185	1165	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	335726	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	3	1	1	1.0	58	50	1
A4QJA7	127799	185	1073	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	340509	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	54	50	1
A4QJA7	127799	185	1073	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	340561	P09845	P09845::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	1	1	1	1.0	54	50	1
A4QJJ1	97058	185	1073	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	341056	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	54	50	1
A4QJJ1	97058	185	1073	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	341055	B0R8D5	B0R8D5::RAW::RHEA-COMP:14527::1	0.82608694	0.82608694	4	1	1	1.0	54	50	1
A4QJS5	131054	185	1072	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	341584	O27123	O27123::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	2	1	1	1.0	56	50	1
A4QJS5	131054	185	1072	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	341535	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	56	50	1
A4QK10	147003	185	1072	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	342104	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	56	50	1
A4QK10	147003	185	1072	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	342074	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	56	50	1
A4QK97	82604	185	1072	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	342635	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	55	50	1
A4QK97	82604	185	1072	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	342618	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	55	50	1
A4QKI4	121182	185	1072	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	343200	O27123	O27123::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	2	1	1	1.0	56	50	1
A4QKI4	121182	185	1072	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	343145	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	56	50	1
A4QKS3	119422	185	1072	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	343684	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	53	50	1
A4QKS3	119422	185	1072	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	343668	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	53	50	1
A4QL11	16851	185	1072	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	344167	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	2	1	1	1.0	64	50	1
A4QL11	16851	185	1072	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	344145	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	64	50	1
A4QL98	46013	185	1072	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	344697	B0R8D6	B0R8D6::RAW::RHEA-COMP:14527::1	0.75454545	0.75454545	2	1	1	1.0	56	50	1
A4QL98	46013	185	1072	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	344673	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	56	50	1
A4QLI6	174803	185	1072	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	345260	O27123	O27123::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	2	1	1	1.0	56	50	1
A4QLI6	174803	185	1072	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	345260	O27123	O27123::RAW::RHEA-COMP:14527::1	0.82608694	0.82608694	2	1	1	1.0	56	50	1
A4QLS5	90685	185	1072	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	345775	O27123	O27123::RAW::RHEA-COMP:14527::1	0.6614786	0.6614786	2	1	1	1.0	56	50	1
A4QLS5	90685	185	1072	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	345724	A0A7H0DNC3	A0A7H0DNC3::RAW::RHEA-COMP:14527::1	1.0	1.0	1	1	1	1.0	56	50	1
A4SHU2	10226	716	394	LE_1022	EC_L3	"[""3.6.5""]"	3.6.5	CONCORDANT_TOP1	1	1	1	1	351046	O00178	O00178::RAW::RHEA:19669::1	0.33533946	0.33533946	2	1	1	1.0	67	50	1
A4SHU2	10226	716	394	LE_1022	EC_L4	"[""3.6.5.3""]"	3.6.5.3	CONCORDANT_TOP1	1	1	1	1	351046	O00178	O00178::RAW::RHEA:19669::1	0.24014673	0.24014673	2	2	1	1.0	67	50	1
A4SHU9	160115	185	1342	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	351222	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.91812867	0.91812867	1	1	1	1.0	62	50	1
A4SHU9	160115	185	1342	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	351223	Q5GRY9	Q5GRY9::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	1	1	1	1.0	62	50	1
A4SUV4	51033	185	1366	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	355293	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	63	50	1
A4SUV4	51033	185	1366	GT_1022	EC_L4	"[""2.7.7.6""]"	2.7.7.6	CONCORDANT_TOP1	1	1	1	1	355314	Q73IW9	Q73IW9::RAW::RHEA-COMP:14527::1	0.98333335	0.98333335	1	1	1	1.0	63	50	1
A4T1P4	133798	185	1174	GT_1022	EC_L3	"[""2.7.7""]"	2.7.7	CONCORDANT_TOP1	1	1	1	1	359049	Q58444	Q58444::RAW::RHEA-COMP:14527::1	0.96648043	0.96648043	1	1	1	1.0	57	50	1
